,app_id,title,location,location_2d
245,757300,Truberbrook / Trüberbrook,"[ 0.0363481   0.01689436  0.05656714  0.00094835  0.03077401  0.20540172
 -0.12304407  0.04565404  0.02591915  0.03799976 -0.00233055  0.00885478
 -0.01587392 -0.06200953 -0.02505877 -0.10782931  0.05952831  0.08284265
  0.05693895 -0.13125938 -0.08062667 -0.04588058  0.01072761 -0.1726659
  0.05477521 -0.15054023  0.0371171  -0.02050914  0.00591078 -0.10228175
  0.06227528  0.05392712 -0.00704429  0.01577144  0.02286839  0.08706774
 -0.06594077  0.08928608 -0.00850471 -0.00811694  0.1140902  -0.11878795
 -0.00929208 -0.04625291 -0.22144158  0.05143781  0.0269869   0.11109225
  0.02304714  0.00042467 -0.03444774 -0.04971125  0.08859519  0.02753922
 -0.1442936  -0.25352147 -0.00220778  0.02582074 -0.115917    0.13492557
  0.09824666 -0.0711564  -0.10456165  0.15413606]",[-25.268867  18.440443]
246,926990,WolfQuest: Anniversary Edition,"[ 0.09893538 -0.08322621 -0.04707785 -0.03418723 -0.04553469 -0.0504358
  0.11877501 -0.02732727  0.00508056  0.09509151 -0.17612949  0.2384087
 -0.06789729 -0.08703938 -0.00460562 -0.04114845 -0.07628319  0.06762738
  0.07045169 -0.06699826 -0.15203458 -0.05584419  0.00995731 -0.0532082
  0.05975332  0.05992603 -0.0554317  -0.12703708  0.03894375 -0.02473866
  0.25357178  0.01760375  0.01132656  0.06109745  0.13800235 -0.05421631
  0.06480822  0.08012516  0.1818613  -0.01288914  0.03638655  0.05106127
  0.03935464 -0.0197841  -0.06987295  0.02119901  0.00995527 -0.052193
  0.08407925 -0.01453797 -0.04555497 -0.06827374  0.01336259  0.03692048
 -0.09412051  0.1014793  -0.24445859  0.20413946  0.04319443 -0.0545872
  0.10251562 -0.13441965  0.03737291  0.1086624 ]",[ 15.468514 -13.186005]
247,316790,Grim Fandango Remastered,"[ 0.10740381  0.01688039  0.05667596  0.12718955  0.07343046  0.0611897
 -0.0334629  -0.03945629  0.0479117   0.08001147  0.09163951  0.07512648
 -0.04177629  0.04975332 -0.0414544  -0.1104269   0.08831357  0.05129767
  0.11228155 -0.02180402  0.01636616 -0.09969139  0.05749993 -0.05686544
 -0.14546356  0.04212587  0.05560084 -0.08043498  0.07852171 -0.0864432
  0.10430343  0.00872393  0.01186104 -0.02614153  0.02589704  0.01376731
 -0.00663032 -0.04620311  0.09534587 -0.06933919  0.01870483 -0.08369811
 -0.08480899 -0.05742851  0.02323233 -0.0678497   0.06867845  0.08699945
  0.06628764  0.06583478  0.01223519 -0.07020432 -0.1096024  -0.03566998
 -0.10164212  0.02278862  0.06499898  0.05384365 -0.12708485  0.1048349
  0.03286121  0.06984625 -0.07367006  0.00252036]",[-13.756719 -35.071037]
248,415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),"[ 0.10858817  0.01660434  0.00561252  0.09995396  0.02901783  0.06404341
  0.00382903 -0.01852018  0.05279977  0.14168699  0.1004309   0.07018989
 -0.05964271  0.06506383 -0.04888538 -0.13336977  0.11275179  0.08843902
  0.1110587  -0.06863368  0.04004147 -0.13175341  0.07548444 -0.10248031
 -0.08165981  0.04169487  0.07359892 -0.08564667  0.13032305 -0.06234447
  0.08668757  0.01013121  0.00745514 -0.01836489  0.08001736  0.06380593
  0.01718903  0.01330453  0.11222818 -0.04712711  0.02811486 -0.09142984
 -0.09885894 -0.04773264  0.01909528 -0.04754139  0.06383264  0.06521197
  0.07749864  0.11332433 -0.01575141 -0.0893041  -0.11981232 -0.06511313
 -0.11386244  0.02415046  0.07166443  0.05741601 -0.14096291  0.10420004
  0.01520937  0.094419   -0.1366174  -0.04254434]",[ -5.8045335 -35.100155 ]
249,720620,TaleSpire,"[-0.03296185  0.17758203 -0.08463702 -0.08942538 -0.04166911  0.12931669
  0.03220816  0.11187945  0.01686721  0.05050988  0.03465888 -0.19317432
 -0.04481473 -0.12307247 -0.07403798 -0.00634957 -0.17510377  0.1306893
 -0.0454568  -0.12371562  0.02098671  0.01524397  0.1280241  -0.12793744
  0.1000447  -0.16292912 -0.09142436  0.04132881 -0.03505526  0.04992108
 -0.02789221  0.02434704 -0.04435379  0.03753613  0.05170489  0.08692193
 -0.02070829  0.04448221  0.12711768  0.12167969  0.05804127 -0.00303582
 -0.15118796 -0.13759707 -0.02018172 -0.00949068 -0.16765982  0.02981456
  0.09574123 -0.14599048  0.09679144  0.01408842  0.01534175  0.00947657
 -0.02839235 -0.23136875 -0.0854008   0.11191011 -0.09317245 -0.06965625
  0.05468147  0.10668316 -0.10073043 -0.0662424 ]",[-14.72564   25.509302]
250,1075190,A Game of Thrones: The Board Game - Digital Edition,"[-0.10947081  0.00911637 -0.04797994  0.05559272 -0.09245604 -0.05230982
  0.09933283 -0.00127717 -0.14276102 -0.04156081 -0.14534363  0.01263565
  0.0764697  -0.09447225 -0.03015395  0.14437948 -0.00700013  0.02041
 -0.03680273  0.05170989 -0.00042427 -0.03544546 -0.06026278 -0.08812121
  0.10771777  0.02621891  0.01389028  0.11822226  0.02255368 -0.09849311
 -0.06983789 -0.08690544  0.05869522 -0.03356463 -0.02031644 -0.02074833
 -0.00129961  0.07777688 -0.05349414 -0.01036825 -0.07462585  0.0033758
 -0.02488418 -0.08274772 -0.10615899  0.02656664  0.0663917  -0.14607441
  0.01638607  0.02651785  0.13740638  0.02877734 -0.0387402  -0.0307536
 -0.01503405  0.02308663  0.10200629  0.09725401  0.1501827  -0.0915736
  0.07900702  0.04364915  0.18409242 -0.02264266]",[35.80978  39.674488]
251,205710,EverQuest,"[ 0.08978976  0.02801541  0.10676945  0.19320054  0.09605925  0.0238983
 -0.0618715  -0.0528396   0.07548634  0.03192233  0.09621837  0.07807384
 -0.0556741   0.08354594 -0.08967756 -0.08365491  0.06468223  0.04120665
  0.09413838  0.02257784  0.03732242 -0.10388803  0.08151967 -0.02318465
 -0.19248882  0.05508342  0.03237607 -0.07180665  0.07821985 -0.07899155
  0.09880232 -0.00851294  0.02237965 -0.05923797 -0.05460723 -0.04294849
 -0.00235808 -0.0659254   0.09923517 -0.06514025  0.01830659 -0.11179588
 -0.06164573 -0.04926053  0.10769812 -0.0940981   0.08672473  0.12198556
  0.04559417  0.05554202  0.02809233 -0.06587633 -0.16650549 -0.03947012
 -0.09236941  0.02657087  0.06801382  0.04643603 -0.11296812  0.0970655
  0.01635889  0.05549325 -0.04511165  0.00659403]",[-24.35652  -37.421864]
252,466560,Northgard,"[ 0.0074258  -0.05883549 -0.0079233   0.04429411  0.01832261  0.00867348
  0.13886204 -0.15058778 -0.18095717  0.03381467 -0.15247767  0.0867767
  0.01042006 -0.06088917  0.07594406 -0.01422255  0.03578257 -0.03342784
  0.06980185  0.01197774 -0.07765911 -0.03809193 -0.04008579 -0.02114386
 -0.00591508  0.08875826  0.00306734  0.05783577 -0.00996489 -0.06233164
  0.0242383  -0.0080009   0.02337573 -0.08391488 -0.0046893  -0.07495729
 -0.04184703 -0.03360971  0.03602029 -0.14862953 -0.11499424  0.03287851
 -0.0323738  -0.07464951 -0.04968028 -0.09248205  0.0394391  -0.07726549
 -0.00466868  0.0196199   0.00563079 -0.06996331 -0.01556423  0.04754664
 -0.02180811  0.03553553  0.09153119  0.06948933  0.06621254 -0.05557764
  0.04214329  0.09045254  0.14584607 -0.03054783]",[-7.9995594 -4.6622744]
253,1949190,Necrosmith,"[-0.09951428 -0.05968967  0.01581257 -0.02273701  0.07517558  0.1860216
  0.18669945 -0.04309391 -0.04509785 -0.20423812  0.17691635 -0.07253869
 -0.0827695  -0.2675671   0.12810558 -0.0184482   0.03291745  0.05711541
  0.15974465  0.03272047  0.05486625  0.0559457  -0.11458583  0.1419257
 -0.02878438 -0.03943802 -0.06686721 -0.08192423 -0.1931855  -0.0819816
  0.1649114   0.14772385 -0.05482964  0.08289057 -0.05525887 -0.09852501
 -0.12281217 -0.17567256 -0.0114903   0.09126912 -0.07580559 -0.16082358
  0.01791427 -0.06431667  0.07271819 -0.07775914  0.11087276  0.06386837
 -0.03001939 -0.07067184 -0.11670922 -0.00218459  0.04631087  0.22037692
  0.0312679   0.04421424 -0.05134684 -0.01171117  0.04405039 -0.03159241
 -0.10028409 -0.05036052  0.10510828 -0.00749881]",[-1.7150427 39.315098 ]
254,588950,Kingsway,"[ 0.12264135 -0.00717151  0.10232361  0.11683693  0.11826317  0.13178514
 -0.13503195 -0.00214365  0.05383104 -0.02683604 -0.08603011  0.05623582
  0.01084448 -0.14031854 -0.0086485  -0.12986954 -0.02551263  0.02309302
  0.06764676 -0.09657933 -0.07730473 -0.04041693  0.03227624  0.01197229
 -0.07094132 -0.03903669  0.01418586 -0.12087552  0.02955655 -0.1631527
  0.0848122   0.06909613 -0.05431348  0.1232817   0.01484413 -0.01517329
 -0.05601686 -0.09314615  0.03713834  0.01655129  0.03193223 -0.06553043
 -0.05803752 -0.10799445 -0.08775837 -0.0400644   0.00346264  0.07361073
  0.11427061 -0.11631816 -0.05013819 -0.01746994  0.08909532  0.10340334
 -0.10128234 -0.07207844 -0.03062315  0.07101595 -0.06428321  0.07095352
  0.15117    -0.10893597  0.02468301  0.1459861 ]",[-1.9294553 11.237904 ]
255,625960,Stoneshard,"[ 0.07097119  0.00421278  0.1534485  -0.06734719 -0.11320972  0.13815776
 -0.0871513   0.05033536  0.03403119  0.05582803  0.04423031 -0.05872712
 -0.10451131 -0.15664822  0.03494877 -0.12598832  0.09906232  0.17541574
  0.19824983 -0.09829032  0.03988791 -0.05303425  0.06372801 -0.31486788
  0.06820105 -0.01537892 -0.01185039 -0.05628169  0.15798217 -0.21144812
  0.10032766  0.04568848  0.00733348 -0.09279885  0.08818634 -0.10348743
 -0.02785182  0.20713495  0.0723825   0.07565921  0.03609979 -0.03595778
  0.0155216  -0.02454313 -0.04030654  0.02410604  0.03368315  0.05074091
 -0.02410479  0.1870427  -0.16267303 -0.14588892  0.05087761 -0.23053525
 -0.08933624 -0.12357418 -0.04296652 -0.12486234  0.00515002  0.22919863
  0.1531987   0.01452099 -0.03788307 -0.06217197]",[ 17.709139 -30.616953]
256,1011510,Wizard And Minion Idle,"[-0.16752589  0.0212058  -0.00607493  0.03728722  0.178541    0.02621704
  0.09564193  0.07733471  0.09970877 -0.18500309  0.23944445  0.03742246
  0.05055128  0.03852551  0.12538165  0.19145988  0.18577886 -0.06555405
  0.33137974  0.03435215  0.04843415  0.07248379 -0.100215    0.03282866
 -0.21214014 -0.06506449  0.00320212 -0.08390892 -0.08991055 -0.04590629
  0.08072413  0.13059795  0.12998144  0.03026124  0.31880596 -0.23891489
 -0.08988077 -0.00555559 -0.08960243  0.10931141 -0.06174215 -0.13899042
 -0.03924396 -0.05852304 -0.0281201  -0.02875226  0.1424984   0.11004214
  0.05591564  0.02132155  0.10599576  0.10378046 -0.14393662  0.1624272
 -0.12681773  0.06339096 -0.05490429 -0.00412394 -0.08738522 -0.10544053
  0.09326931  0.00090964 -0.07678331 -0.07722913]",[-36.931416  -7.56693 ]
257,1080020,Electrician Simulator,"[-0.04671336  0.09254236  0.04563788 -0.07280128 -0.01931215  0.12251975
 -0.0464805  -0.02578574 -0.09964231  0.01343186  0.06411727 -0.11544675
 -0.11738502 -0.14825927  0.00076885 -0.08364782  0.02223204  0.13361384
  0.01691459  0.08401053  0.03438327 -0.07240234 -0.00043619 -0.12668172
  0.10031635 -0.05244258 -0.11265566 -0.02491934 -0.12815194 -0.0952578
  0.14717095 -0.04969298 -0.04252329  0.16524534  0.01206176 -0.15439136
 -0.10533854 -0.08444562 -0.086836   -0.06310304 -0.05737692 -0.08255077
 -0.0415514  -0.15906705 -0.01648557 -0.07162569 -0.02341617  0.12997167
  0.05489799 -0.01587554 -0.18221067  0.04730893  0.09261919 -0.3179777
 -0.10275929  0.01831916 -0.04824513 -0.0635934  -0.00276787  0.01896247
 -0.08930821  0.02414243  0.21066886  0.02249553]",[ 2.3100908 28.08858  ]
258,1225560,Unravel,"[-0.17574085 -0.31882718 -0.545568    0.06889507 -0.5974965   0.67375964
 -0.18725571 -0.3672961   0.3981304   0.5153116  -0.12632754  1.2662845
  1.2467566  -0.7760506  -0.15442048 -0.29538792  1.1597941  -0.4848019
  0.20337474  0.19487281  0.6842413  -0.55927414 -0.53340614 -1.2747546
 -0.4072652   0.03714479  0.53598225 -0.08964117 -0.7964298  -1.433103
  0.5950107  -0.6248898   0.01610624 -0.7631199  -0.47810906  0.90857863
  0.42673695 -0.91839486  0.35342413  0.6706645  -1.4651381   0.06315732
 -0.86152565  1.894033    0.95592624  0.7235707  -0.41882208 -0.04853434
 -0.03456443 -0.02579124 -1.1101805   1.4281735   1.310409    0.04767325
 -0.37781107 -0.2005107   1.5238097  -0.37004107  0.19444163  1.506351
  0.73827773 -1.5633826   0.5834687   0.46320763]",[-8.685616   7.1542478]
259,1504740,Find Yourself,"[-0.04130279  0.05890178 -0.13726795 -0.14168817  0.08003178  0.02684148
 -0.09171516 -0.00500799 -0.01241347 -0.00251897 -0.03393981  0.00446854
 -0.06354901 -0.08042613 -0.00428941 -0.01825607 -0.00962385 -0.00415983
  0.12584192 -0.0581055   0.01381674 -0.02266005  0.06422133 -0.04656528
 -0.10770774  0.02903008  0.03827643 -0.01119714 -0.15438174  0.02820269
  0.07887529  0.16224474 -0.06415129 -0.03020294  0.10020086  0.11877565
 -0.01604866 -0.00135231  0.02351342 -0.03747999 -0.01015136 -0.04327866
 -0.0606144   0.05156531 -0.00052826 -0.02725285 -0.02603295 -0.00830674
  0.04556481  0.03992763  0.0091549  -0.05548776 -0.01702416  0.01066439
 -0.05564386 -0.12322359  0.0008777   0.0662304  -0.01365183 -0.0021121
  0.10123843 -0.0048327  -0.05661536 -0.10691058]",[-21.601542    7.5318966]
260,239120,Final Fantasy III (3D Remake),"[-0.02590269  0.12013003 -0.06095761  0.1530301   0.06140611 -0.06295656
 -0.14290434  0.05201316  0.00928475 -0.00052525  0.10550434 -0.02263618
  0.01188373 -0.02834089  0.03431062  0.1235925   0.04989015  0.08629411
  0.07657339 -0.08620112  0.19665956 -0.03152993  0.10048332 -0.11056535
  0.01716312 -0.07576286  0.02232796 -0.09406121 -0.00383594 -0.03785407
 -0.04483358  0.00986501  0.09578595  0.12331003 -0.007368   -0.03946955
  0.02172097  0.10035292 -0.08691845  0.07018185  0.07386828 -0.14258112
 -0.14137419 -0.06276435 -0.00678893 -0.07464261 -0.03134691  0.0572315
  0.02486385  0.06127716  0.00650014  0.04918438 -0.10295792 -0.02746544
 -0.17806111 -0.01198426  0.06394276  0.07740791 -0.03355273  0.00437082
 -0.01469435  0.01590195 -0.10802771 -0.03429282]",[42.050087   3.9530365]
261,854940,Ikenfell,"[-0.07338967  0.11783421 -0.01547272 -0.09989883 -0.01630316  0.12626563
 -0.01448621 -0.05016884 -0.09228589  0.01049383 -0.02896232 -0.09041052
  0.01760217 -0.07315454 -0.08266903 -0.08710989 -0.1005325   0.04474077
  0.00904091  0.03303828 -0.08573824  0.0181844   0.00090483 -0.07002722
  0.03768908 -0.16255544 -0.08202057  0.1036588  -0.22094578  0.00376179
  0.03796372  0.01094471  0.01433783 -0.09124952 -0.02937329 -0.03399015
 -0.13823517  0.03530849  0.0397677  -0.01910424 -0.01851659 -0.01987896
 -0.04690181 -0.11943445 -0.12529378 -0.14054476 -0.03140701  0.11836144
  0.08459456 -0.14764337  0.13171433 -0.03974408  0.03185522  0.00920159
 -0.11080536 -0.27124044 -0.08109377 -0.0494023  -0.03887605 -0.07762279
 -0.07923178  0.03899748  0.07032666  0.08574888]",[ 5.3718085 30.692133 ]
262,863590,Starcom: Nexus,"[-0.10357196 -0.00317492 -0.04008514  0.09575306 -0.04949314 -0.05834505
  0.0889065  -0.03225291 -0.12836355 -0.07421946 -0.15921418  0.04905324
  0.08808036 -0.09691619 -0.00054117  0.14923932 -0.02775833 -0.00887374
 -0.05147303  0.01017791 -0.02690789 -0.02792857 -0.05000283 -0.05618794
  0.10649998 -0.01353247  0.00076476  0.10081438  0.04167956 -0.11234403
 -0.09629586 -0.07644013  0.05812365 -0.04065294 -0.02946228 -0.06500642
 -0.00286876  0.10263264 -0.06015279  0.00557187 -0.06784385  0.00984973
 -0.02680442 -0.08936967 -0.08573557  0.00821112  0.06929785 -0.13198008
 -0.00706313 -0.01041636  0.14076194  0.0072013  -0.04332548  0.01638936
 -0.06554934 -0.01173898  0.0972764   0.11079356  0.1644696  -0.08580832
  0.0918211  -0.01506324  0.17916423  0.02908587]",[35.2406   39.992954]
263,1687950,Persona 5 Royal,"[-1.02096453e-01  4.31429259e-02 -1.19106807e-01 -1.71792388e-01
 -8.40304866e-02 -4.06374112e-02  2.25599930e-02 -3.11652292e-02
 -1.80209696e-01 -1.03171095e-02 -1.25849709e-01  6.57444969e-02
  8.33885279e-03 -7.18033090e-02  3.97564173e-02  1.51432008e-01
  4.02223438e-01  5.17899506e-02  4.45775576e-02  1.77849066e-02
  3.36502381e-02  1.44974440e-02  1.63430087e-02  5.27907670e-01
  2.77335569e-02 -3.34238559e-02  5.92996627e-02  5.76502793e-02
  9.87986550e-02 -8.90070796e-02 -4.56869788e-02 -9.84086022e-02
 -7.11813509e-01  1.08032770e-01 -5.31350002e-02 -4.22784127e-02
 -5.13435118e-02  1.11983262e-01 -7.19230175e-02 -1.35628218e-02
 -4.23421711e-02  5.77389486e-02 -3.61160114e-02 -5.62526360e-02
 -1.11565636e-02 -3.90120745e-02  3.83317214e-03 -2.27276921e-01
  9.96191986e-03  1.16149887e-01  4.29253392e-02  3.01445343e-05
 -4.86060195e-02  1.58506241e-02 -2.79029347e-02  1.31780982e-01
  9.45590287e-02  5.03754690e-02  1.05402969e-01 -7.59872841e-03
 -5.45990579e-02  4.58791964e-02  1.68786287e-01  4.65188213e-02]",[-3.1558104 47.624546 ]
264,1575470,Frogun,"[-1.0396782  -1.6111523  -0.12767358 -1.0026133   2.3704298  -0.35423437
 -0.13678782  0.22437929  0.8042412  -0.06583683  0.61874366 -0.46101895
 -0.08399973  0.23940092 -1.1561438  -0.61542416  1.8338878   0.65953374
  0.7199635   1.3905675   1.0334935  -0.32121763 -0.05215518  2.3202028
  0.10304849 -0.75049555  0.7099333   1.5774416  -1.5600818   0.14824499
 -0.09705446 -0.2153346  -0.69254154  0.5745345  -1.2188351   0.69030267
 -0.9071775  -0.9294271   0.533873   -0.19274983 -0.37712875 -0.35385448
 -0.07580288 -1.0520421  -0.97081095  0.5027737  -0.35559252 -1.173455
  0.72832954  1.3685377  -1.6873538   1.5459794  -0.55108815 -0.3215434
  0.18082583  0.51583046 -1.1472386  -1.2264154  -0.9717202   0.347567
 -2.357484   -2.5565705   0.20761895 -1.3457103 ]",[49.264103 17.517893]
265,1328350,Turbo Overkill,"[-0.12478244  0.16217057 -0.00369415  0.04085223 -0.14507866 -0.16095075
 -0.04976018  0.12202551  0.01491119  0.07599913  0.03093364 -0.14118987
 -0.10662465 -0.08860923 -0.08830163  0.10080786 -0.04275205  0.00605699
 -0.11478983 -0.03933199  0.11518262 -0.19042107  0.02127613  0.07722095
 -0.02515375 -0.02499924 -0.01640825  0.14665729 -0.08328053 -0.0434191
 -0.00407687 -0.16490316  0.04792446  0.0819405  -0.07001308  0.00509583
  0.01067645 -0.11782521 -0.01540106  0.077351   -0.0442254  -0.05970254
  0.01765076 -0.10717768 -0.0228241   0.09567743 -0.03190622 -0.06778632
  0.09644638 -0.04162102  0.10979436  0.10245281 -0.02568614 -0.00762391
 -0.01335688  0.14290358  0.0590939   0.04739206  0.20421237 -0.07135785
 -0.00360798  0.19088836 -0.07371489 -0.05241476]",[ 38.07999  -16.713226]
266,322170,Geometry Dash,"[ 0.02369076  0.12089922 -0.00169251 -0.00880906  0.09533126  0.14184533
 -0.12766938 -0.02023942 -0.00213717 -0.00307238  0.08305988 -0.00540131
  0.04489339 -0.03628097  0.05312467  0.02230026  0.00288411 -0.03778845
  0.10460933  0.03737361 -0.06224386 -0.00066157  0.01661929 -0.09324039
 -0.12287609 -0.02479348  0.03209825 -0.06014819 -0.08921952 -0.09657414
  0.12465177  0.0814172  -0.06429213  0.03806455  0.08432865  0.11428764
 -0.04096872 -0.03517254 -0.01523741 -0.07562703  0.01466743 -0.05286257
 -0.11136808 -0.03548514 -0.14842993  0.00293275 -0.03297583  0.04881918
  0.03451048 -0.02747413  0.10291011 -0.01177194 -0.03543974  0.04626209
 -0.1125666  -0.06608539  0.05867667  0.05107686 -0.13767675  0.1173387
  0.04697208  0.00607741 -0.02048402  0.00606547]",[-23.203743     0.94602716]
267,260750,Neighbours from Hell Compilation,"[-7.45900497e-02  9.16364267e-02  2.19854172e-02 -1.15548261e-02
  1.17221504e-01  9.89129022e-02 -7.69406557e-02 -8.26223344e-02
  4.65853736e-02 -8.16556066e-02  6.58825487e-02  1.37592638e-02
 -2.28820369e-02  9.67364945e-03  4.56335507e-02  8.90448168e-02
  4.07677442e-02 -1.25946417e-01  1.30585238e-01  9.33300853e-02
  1.08031491e-02 -5.65589592e-03  1.11879027e-02 -6.52785897e-02
 -2.02655613e-01  4.21265922e-02  5.09423129e-02 -6.66381791e-02
 -1.52471989e-01 -2.83833612e-02  9.74072218e-02  8.79052356e-02
 -9.44587961e-03 -4.98992056e-02  1.68540385e-02  6.08089902e-02
 -1.88183058e-02 -6.34815097e-02 -1.65415201e-02 -3.52955721e-02
 -5.11022322e-02 -1.13502696e-01 -7.98003823e-02 -1.74843017e-02
 -1.83116121e-03 -6.63279882e-03  8.70736316e-03  1.08045079e-01
  5.11919893e-03 -1.21508846e-02  9.35804993e-02 -1.16270792e-03
 -1.55267015e-01  4.56938632e-02 -3.65329422e-02  1.52210891e-02
  6.52299598e-02  3.01200971e-02 -1.20878085e-01  8.28848705e-02
  1.42214764e-02 -1.86168950e-03  4.36299997e-05 -1.01714335e-01]",[-37.59499     1.0119944]
268,292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,"[-0.14059745 -0.072284    0.10752667  0.08292987 -0.00326903  0.07578138
  0.01535952 -0.01106629 -0.17928866 -0.07879897 -0.05690142  0.06495143
 -0.02700742 -0.09008276 -0.07537246  0.06989618  0.12597817  0.14072046
  0.0134419  -0.05412191  0.04171535  0.08883325 -0.10343257  0.09932467
 -0.0817455  -0.09698762  0.11836546  0.05352334  0.0059875  -0.07161303
  0.0561193  -0.00780988  0.17240638  0.07940367 -0.2003665  -0.04190617
 -0.19487159 -0.00224598 -0.02119352  0.12995592 -0.00953719 -0.02673632
  0.02688277 -0.13985193  0.05973491  0.02992752  0.00187996 -0.03910587
  0.02411484  0.00033194  0.00635712  0.10925905 -0.000518   -0.05169355
  0.02035681 -0.02068972  0.0384417   0.04156828  0.02549685  0.05160778
  0.01789522  0.09038028  0.03750162  0.19525973]",[15.016069 10.07813 ]
269,407330,Sakura Dungeon,"[-0.05858684  0.13276778 -0.05899224 -0.02384102  0.02457793 -0.04189939
 -0.24441172  0.04343968  0.14388804 -0.07731641 -0.06942768  0.0882296
 -0.08669605 -0.03045286 -0.1562707  -0.07500166  0.1130544  -0.26864958
  0.12815793 -0.217985    0.07353193 -0.08911505 -0.06032489 -0.00981523
 -0.1060726  -0.02406174  0.06195129 -0.03862872  0.00596893  0.12480712
  0.02146146  0.07437591 -0.05585248  0.15272817 -0.01419467  0.14318383
 -0.00336622  0.09949945  0.03815497  0.04060176  0.03333713 -0.17129104
 -0.08784711  0.07089059  0.00737703  0.00141372 -0.09244701 -0.02206104
  0.16780573  0.04248997  0.02613496  0.10760058 -0.06391052  0.07391725
 -0.1250148  -0.10138692  0.09606656  0.03898671 -0.06203335 -0.15462668
  0.07234246 -0.07834413 -0.11097091 -0.05703316]",[-35.39884  21.89273]
270,698540,Dungeon Warfare 2,"[ 0.04396228  0.09455094 -0.07028632 -0.06941047 -0.20405017  0.06424902
 -0.00925031  0.00419623  0.05256468  0.16581276 -0.03522301 -0.03065821
 -0.11965656  0.02107862 -0.08992993  0.0243029   0.02435336  0.053336
 -0.09610347  0.01910946  0.10258633 -0.01174832 -0.0364265   0.04803437
 -0.11643101  0.01890104  0.08367048  0.05531834 -0.0272755   0.10335868
  0.00430976 -0.08455381  0.09421576  0.039968    0.01462721  0.01587672
 -0.0231543  -0.1325801   0.05543839  0.09795955  0.02065139 -0.06840117
 -0.09786972 -0.12417509 -0.04191664  0.16574433 -0.08373825 -0.02644563
  0.15456906 -0.13747738 -0.00773732  0.07072937 -0.09556914  0.04273989
  0.06023731  0.10364521  0.05137761  0.16821338  0.02082584 -0.03944992
  0.09170218  0.11443436 -0.1324327  -0.06983598]",[ 32.07347  -15.869972]
271,1350200,IMMORTALITY,"[ 0.00337052 -0.01729888 -0.01894243  0.10833342  0.00150354  0.07132514
  0.03112752 -0.02959222 -0.04013584  0.02804877 -0.11409077  0.01337225
  0.00685951 -0.08579    -0.11748763  0.07999982 -0.07900429  0.07996269
  0.05008374 -0.09873648 -0.0125362  -0.13300592  0.09924242 -0.06080045
  0.11457789 -0.03116526  0.05011305 -0.07695393  0.19580154 -0.13204649
 -0.0420022  -0.06302869 -0.10610689 -0.06572565 -0.10245709 -0.04311322
 -0.00402929  0.08694934  0.15786424 -0.05165515  0.05775975 -0.02677987
  0.05696264  0.04944646  0.07935259  0.00766279  0.05061954 -0.1119749
 -0.09671221 -0.08184029 -0.04783541 -0.07589618 -0.15705092 -0.01716807
  0.02796613 -0.07500986  0.01578993  0.11262775  0.07264365 -0.02146697
  0.10240167 -0.00478789  0.00514847 -0.05787228]",[27.939877 54.182014]
272,1556870,Golf Club Wasteland,"[-0.1358552   0.46875638 -0.01291323  0.43931994 -0.26374036 -0.35838094
 -1.2125076   0.12484629 -0.7808483   0.61768466 -0.62386864 -0.9992762
  1.0052489  -1.7329856   0.6237804   0.08991377  1.8798007   0.22042854
  0.7568329   1.0252707  -0.362755    0.5274539   0.5919471   0.83569777
  2.0810626   0.3734419  -2.2790911   1.8418506   0.5317437   0.5460978
 -1.221858    0.48820454 -0.1094877  -1.6372195  -2.0531209   0.8059175
  0.5931316  -1.0469795  -0.42551968 -0.10138519  0.08054025 -0.5564506
  0.6687499   1.3205196  -0.08789763 -0.29945806 -2.2174077   3.3248057
 -0.97394663 -1.5605379   0.11156294  1.374433   -0.19762643 -0.3666841
 -0.7710487   0.12856345  0.98320955 -0.5283415  -0.14808983 -0.85524935
  0.40383786 -0.35586777 -0.62376195 -0.78250116]",[-44.606277    5.9330783]
273,245450,Wizardry 8,"[-0.04454667  0.05995026  0.09141755  0.12016168  0.01776662  0.04875046
 -0.02753299  0.0603004   0.04286547 -0.02648146 -0.00804771  0.03025015
 -0.10944045 -0.0531018  -0.0216537  -0.15595652 -0.05835456  0.0122998
 -0.10912856 -0.04417598  0.01349957 -0.07395341 -0.04787271  0.01794204
  0.0213845  -0.14643168 -0.03584132  0.10700674 -0.06870788 -0.12170251
 -0.14141136 -0.04271775  0.01753937  0.06950589 -0.08844335 -0.13612494
 -0.01336429  0.0160311  -0.04807162  0.08775501 -0.02222823 -0.12827584
 -0.01960135 -0.48187298 -0.00979332 -0.03934918 -0.00318464  0.11082487
  0.10388734 -0.12210941  0.02797544  0.07948169  0.0260381  -0.03425625
 -0.13144937 -0.14074901  0.02095433  0.01657827  0.10160656 -0.08936966
  0.04289673 -0.02937233  0.06096295  0.16571805]",[ 4.9282894 36.922646 ]
