,app_id,title,location,location_2d
1300,1397920,Mr.Mine,"[ 0.05920434 -0.13186263  0.04754594  0.02099817  0.00562873  0.01254409
  0.20510356 -0.17777921 -0.13686325  0.08594435 -0.18477541  0.12924908
 -0.13408494 -0.06224202  0.02433164 -0.10012883  0.04133679 -0.01762446
  0.05962485 -0.14871565 -0.03689403 -0.09703852  0.04661115  0.10287258
 -0.02655624  0.06827114  0.01618521  0.04339571  0.00129797  0.03846457
 -0.0058263   0.00686725 -0.06266469 -0.10089049 -0.0390703  -0.05425227
 -0.04535345 -0.12684388  0.11713052 -0.15315354 -0.11474266  0.02408108
  0.05427827 -0.00316176  0.13852012 -0.09055054 -0.01112193 -0.03277998
 -0.02442903  0.01473665 -0.19605984 -0.11955464  0.00154319  0.01669673
  0.09668466  0.0119863   0.15074734  0.02781834  0.1227754  -0.04987416
 -0.06449184  0.20254044  0.01748666 -0.09549873]",[-5.6891465 -4.586354 ]
1301,338170,Ratz Instagib,"[-0.05636045 -0.06570018  0.05513884  0.15120472  0.07384408 -0.10193145
 -0.07105432  0.04220868  0.1239296  -0.08619701  0.18706143  0.02253645
  0.06550208 -0.00227592  0.05529195  0.21262135  0.11100453  0.01340022
  0.06975863  0.00475966  0.10803366  0.00617978  0.03569458 -0.04970241
 -0.03634574 -0.06856219 -0.01472207 -0.07000649 -0.12466879 -0.15822116
  0.02149664 -0.02368185  0.2672646   0.11553227 -0.13274045 -0.05913841
  0.02620432  0.13049252 -0.12401175  0.09676317  0.1296164  -0.09528081
 -0.081708   -0.10395842 -0.17866182 -0.00220738  0.15010348  0.03898526
  0.06995333  0.01860012 -0.02950814  0.17087251  0.00375293  0.0117961
 -0.24876803 -0.0141854   0.03355905  0.02517515  0.09049339  0.0953276
  0.03277412 -0.09682609 -0.00910318  0.11835123]",[24.270952  -0.5838442]
1302,212480,Sonic & All-Stars Racing Transformed Collection,"[ 0.11205935  0.10231509  0.10750228  0.17796175  0.13223793  0.09938899
 -0.10466204 -0.05125624  0.10169065 -0.00654664  0.10248403  0.06514861
 -0.07120058  0.07169649 -0.08786196 -0.04939432  0.05004658 -0.03750127
  0.05374594  0.07700975 -0.00477462 -0.02274493  0.06226708  0.02444716
 -0.2718583   0.01935069  0.03294273 -0.09015497  0.04357461 -0.1028785
  0.08184846 -0.03291522  0.0354591  -0.01757254 -0.08983318 -0.0965944
 -0.0006664  -0.11322207  0.09212009 -0.07061873  0.05548044 -0.13593355
 -0.10221314 -0.0833276   0.06916267 -0.04013365  0.1035804   0.12322753
  0.08626154 -0.06191145  0.01958872 -0.0187543  -0.2079354  -0.02091411
 -0.10967261  0.07336938  0.05946505  0.09854992 -0.11436263  0.10417794
  0.11316685  0.047943   -0.03279297  0.00843825]",[-24.2098   -29.737501]
1303,774201,Heaven's Vault,"[-1.74088702e-02  5.44750839e-02 -4.65589389e-02 -2.21892491e-01
 -5.25508001e-02 -1.47903353e-01 -2.60751937e-02  1.45538405e-01
  7.94642717e-02  1.39469549e-01 -3.45294029e-02  2.49792240e-03
 -1.23671539e-01 -8.86512175e-02 -1.14750750e-02 -6.12152480e-02
  5.26905097e-02  4.65868041e-02  2.52990536e-02 -3.45174044e-01
  1.64367869e-01  9.58900154e-02  1.51172755e-02 -1.24583282e-01
  2.08228244e-03 -5.86389229e-02  5.87607920e-02  1.07319430e-01
 -4.44890112e-02 -1.66856971e-05 -6.40690327e-02  3.05722952e-02
  9.21531096e-02  1.57949209e-01  1.10382102e-01  1.58685353e-02
 -5.74246533e-02  6.96449950e-02  3.98277529e-02  1.36986166e-01
  4.25059646e-02 -1.58834130e-01 -7.47500882e-02 -1.80257559e-02
 -6.36598197e-05  6.13308698e-02 -1.71806842e-01  3.34355198e-02
  7.50557184e-02  1.03477538e-02 -7.91774094e-02  1.38329014e-01
  1.70994028e-02 -1.17665127e-01 -1.69680510e-02 -1.05324788e-02
  4.83926609e-02  7.73508102e-02  1.88143644e-02 -1.83907361e-03
  5.03900498e-02  1.18324831e-02 -2.31251702e-01 -5.73982857e-02]",[36.723427 13.187969]
1304,798810,Natural Locomotion,"[-0.04279372  0.17113526 -0.00029122 -0.09880776 -0.01122351  0.07318081
 -0.0402515   0.05853976  0.09958512 -0.14847605  0.0712719  -0.05937108
  0.11313255 -0.09907604 -0.03844979  0.08176676 -0.10651535 -0.05397765
  0.02636785 -0.10565394  0.05261293  0.04237989 -0.02813304 -0.13078609
 -0.16515225 -0.11266379 -0.05575588 -0.05056818 -0.10580418 -0.01243453
  0.03446278 -0.0202894   0.02606476 -0.06365297  0.13792041  0.06453963
 -0.08297375 -0.06228888 -0.00872475  0.13192084  0.04449748 -0.00638452
 -0.14354801  0.04806     0.06267527 -0.10425013 -0.03632687  0.11730178
  0.00881375 -0.04824242  0.24097322  0.0691613  -0.12623754 -0.13924618
  0.06782244 -0.04727314 -0.04788295  0.12699312 -0.10121307 -0.02696972
  0.11360143  0.14777422 -0.02744857 -0.02835959]",[-40.88311    9.754456]
1305,1361320,The Room 4: Old Sins,"[ 0.02487157 -0.05385638 -0.01496717 -0.01546472 -0.0216231   0.00695355
  0.10720147 -0.11231134 -0.11995042  0.05222918 -0.16615653  0.02618052
 -0.13405278 -0.15650631  0.07907084 -0.12054364 -0.14582987 -0.05771992
 -0.01500753 -0.08705625 -0.06063087 -0.02315706 -0.04791846  0.11571936
  0.13402171  0.0017494  -0.09279746  0.06919196 -0.06540031 -0.03181445
  0.03170222  0.02053439 -0.07925571  0.01560702 -0.08530007 -0.13211952
 -0.07372408 -0.09262156  0.08036876 -0.1402177  -0.07528783  0.06257182
 -0.01702053 -0.08525804  0.1025933  -0.16167575 -0.03487785 -0.03829477
  0.02808465 -0.03880879 -0.07552842 -0.05473886  0.05021891  0.07401295
 -0.02221234 -0.00557636  0.04302627 -0.00197262  0.18208843 -0.14112292
 -0.00888571  0.09566419  0.17736025  0.02906095]",[26.375517 29.412828]
1306,460790,Bayonetta,"[ 0.14425705 -0.06349595  0.06007695  0.06350136  0.07653475  0.09744285
 -0.09357577  0.08772302  0.16297998  0.09122026 -0.00887327  0.11224801
  0.05044694 -0.05375918 -0.1322966  -0.11672655  0.07387058  0.0750561
  0.1065717  -0.17419748 -0.04215491 -0.1306191   0.05858201 -0.10328846
 -0.02769643  0.07492299  0.13296951 -0.14459528  0.09711128 -0.13177021
  0.14007488 -0.01116998  0.01560093  0.14797388  0.04157957  0.08089641
  0.03563092  0.08213975  0.10770184  0.05975143  0.11154269 -0.04806568
 -0.05915761 -0.05112883 -0.18692535  0.05443258  0.08211808 -0.00576627
  0.09960252 -0.01282854 -0.01788369 -0.01001647 -0.07527644 -0.08431103
 -0.09510239  0.01226594 -0.07213295  0.01154762 -0.12973014  0.1036736
  0.14478852 -0.03687498 -0.05587558  0.11277492]",[ -4.9577565 -29.27452  ]
1307,674020,World War 3,"[-0.04804523 -0.03570484 -0.00571216  0.01860748  0.0808235   0.01858096
 -0.23847751 -0.01891057  0.0583601  -0.05572653 -0.21829844  0.02045619
 -0.12259143 -0.09102204  0.03687841 -0.14390123  0.08369926  0.09255654
  0.25599793 -0.02867303  0.0257093  -0.10241331 -0.02291863  0.10925191
 -0.10075206 -0.14198428 -0.03781147 -0.02169522 -0.04527516 -0.04449099
 -0.05887055  0.1010244  -0.13006695  0.09414223 -0.06993248 -0.08495051
 -0.02774168 -0.04561225  0.01770366 -0.00999649 -0.06752229 -0.12766829
  0.05259354 -0.03071536  0.00676802 -0.11422173 -0.00904765  0.10763448
  0.40156668  0.04649388 -0.08328676 -0.02777888 -0.01920829  0.0995548
 -0.05242106 -0.13733536 -0.03616746  0.01107393  0.01697602  0.02240132
 -0.03941258 -0.01605356  0.15558156 -0.07805631]",[-30.459974  26.95972 ]
1308,834910,ATLAS,"[ 0.10532372 -0.05033612 -0.18626848  0.07592139  0.15309252  0.1188652
 -0.02713999 -0.00308524 -0.08797417  0.05965821  0.1460644   0.1842263
 -0.05655679  0.00195752 -0.0042475  -0.00067377  0.01262112 -0.02260191
 -0.01890488  0.23384146  0.04929679 -0.06757027  0.07009766  0.11763719
  0.00819045  0.067637    0.16544245  0.04335409 -0.04671146 -0.04782514
  0.0996157  -0.02601464  0.0309072   0.15931228  0.04635907  0.00896512
 -0.11978995 -0.01537857 -0.11070103 -0.09849223  0.11068039 -0.02276849
 -0.12574485 -0.08063512 -0.11354008  0.10873871 -0.1154101  -0.06585225
  0.17983529  0.00761482  0.07969219 -0.03799405  0.08191007  0.03780438
 -0.15222383  0.11285626  0.08780534 -0.03501014  0.11711904  0.13275127
 -0.06375256 -0.04058941  0.03292674  0.16305713]",[15.466643  6.136388]
1309,956450,Rogue Fable III,"[ 2.89888252e-02  9.55405738e-03 -2.39751801e-01 -1.47917032e-01
 -1.28023755e-02  1.01830520e-01 -6.82999492e-02 -7.51936063e-02
 -1.90378070e-01  3.33764963e-02 -5.37975021e-02  1.56340003e-01
 -1.00741819e-01 -1.96706224e-02  7.13063702e-02 -6.68575941e-03
 -7.36253755e-03  3.16982903e-02  9.17555466e-02  4.58497740e-02
  7.94525966e-02 -1.64333847e-04  1.02719896e-01  3.66702564e-02
 -1.36405574e-02  1.08848415e-01  7.36504644e-02  9.33656618e-02
 -1.18888661e-01  1.00291274e-01  1.05999336e-01  2.91266404e-02
 -7.33126029e-02  1.51083454e-01  6.01273738e-02  6.45185262e-02
 -4.52338979e-02  1.20397415e-02 -5.83061241e-02 -8.17011446e-02
 -2.30027344e-02  3.54117900e-02 -9.37953591e-02 -2.78652017e-03
 -1.42731192e-02  1.09121818e-02 -1.05460264e-01 -8.33632201e-02
  1.00128904e-01  8.71686861e-02 -7.24011809e-02 -9.30622369e-02
  3.53223123e-02  3.81281436e-03  5.36848195e-02 -3.68522778e-02
  1.39886945e-01 -1.96707621e-02  1.00929052e-01  6.17374666e-02
 -1.24917001e-01  2.76332442e-02 -2.73401625e-02  6.01970442e-02]",[-16.454855  29.96054 ]
1310,1263550,Combat Arms: the Classic,"[-7.08892569e-02  2.70961691e-02  5.33778295e-02  1.24684416e-01
 -3.20706554e-02  4.11850810e-02 -1.23960115e-01 -6.25029877e-02
  3.86253209e-03 -1.48138916e-02 -9.96178910e-02 -5.37705123e-02
 -1.44797266e-01 -1.53006628e-01 -2.15533804e-02 -1.31613761e-01
 -4.53116670e-02  2.05704421e-02  5.56745827e-02  3.24505866e-02
  6.69624358e-02 -5.26162647e-02 -4.69189957e-02  8.88860300e-02
  1.93597525e-02 -1.00742362e-01 -2.89538279e-02 -2.19411235e-02
 -1.26874894e-01 -7.43155405e-02 -1.18192621e-01  7.04705194e-02
 -6.25289232e-02  4.54644933e-02 -9.96458754e-02 -1.16441175e-01
 -4.02914397e-02 -7.13149905e-02 -7.32419174e-03  1.83755271e-02
 -1.42964512e-01 -4.76980545e-02  3.64299417e-02 -1.79809242e-01
  4.27353382e-02 -6.59513921e-02 -7.52414688e-02  1.07769921e-01
  1.79137319e-01 -1.94033846e-01 -1.85994040e-02  1.52298827e-02
 -2.71855807e-03  2.32911594e-02 -5.56876063e-02 -1.07014537e-01
 -3.86163108e-02 -5.92330061e-02  7.85589740e-02 -7.60190859e-02
 -1.21981025e-01 -6.84470534e-02  1.14342228e-01 -6.44172978e-05]",[ 5.0598173 33.314293 ]
1311,1406780,Viscerafest,"[-0.01649449 -0.00028472  0.0279192   0.19705507 -0.02013225 -0.13922532
  0.02660867 -0.15005592 -0.02423378  0.15792142  0.08815733  0.02510506
 -0.04176894  0.00653668  0.14915775 -0.20864265  0.05646092  0.18708454
 -0.09644797 -0.06607511 -0.11830924 -0.03112444 -0.04220689 -0.1512754
  0.14317396  0.03639468 -0.01892209 -0.09283751  0.09186904 -0.00370404
 -0.02602096 -0.10513509 -0.00378665  0.23239218  0.04165545  0.09052375
  0.00240173  0.02692492  0.06739195  0.03827482  0.133673   -0.10459889
 -0.03876336 -0.22646779 -0.09097835  0.07233495 -0.06043538 -0.0359524
 -0.07013046  0.0061662  -0.0203619  -0.06935473  0.02592933 -0.092654
 -0.096289    0.03214705 -0.09936181  0.08487456 -0.07436383  0.11771341
 -0.0045869   0.26916757 -0.19036542  0.27494028]",[  3.028409 -33.644993]
1312,31100,Wallace & Gromit’s Grand Adventures,"[ 1.01880707e-01 -5.90034604e-01 -5.10947295e-02  2.51644462e-01
  6.49527162e-02  1.39944419e-01 -8.59709322e-01 -1.14298739e-01
  1.42798886e-01 -1.34367272e-02 -1.06274933e-01 -1.43594608e-01
 -1.43507108e-01 -7.50582218e-02  3.19162868e-02 -1.11690670e-01
  1.47724844e-04  4.74501550e-01  7.92553201e-02  1.06213883e-01
 -2.12612018e-01 -7.86541849e-02  1.02077164e-01  3.28731141e-03
 -5.62250689e-02  1.71224535e-01 -4.51095626e-02 -6.12255372e-02
  5.81968948e-03 -2.10313872e-02  1.37611078e-02  2.76675951e-02
  7.33712971e-01 -9.35548842e-02 -8.23695809e-02  8.00278664e-01
 -2.62925439e-02 -6.43986687e-02  3.42680290e-02 -1.16865680e-01
 -5.98126724e-02 -3.02578419e-01 -5.36759138e-01 -6.68468401e-02
  8.70221928e-02 -1.24217346e-01 -7.65379891e-02  2.28749160e-02
  2.61619454e-03 -1.74386516e-01 -9.07358944e-01 -1.34300247e-01
  3.22333217e-01  4.57589775e-02  2.71855497e+00  4.11603227e-02
 -6.43688291e-02  9.95191112e-02  7.56593235e-03  1.51573177e-02
  1.95451930e-01  4.61382642e-02 -1.40622005e-01 -2.78720081e-01]",[ 26.021454 -35.36718 ]
1313,322110,20XX,"[ 0.16783571 -0.02480738  0.04236316  0.14685182  0.06079505  0.01664466
  0.00800446 -0.02290906  0.09740338  0.14209823  0.00047463  0.06825163
  0.04120455 -0.02915042  0.01712855 -0.16618705  0.05334926  0.02658868
  0.10228439 -0.12128164 -0.02028988 -0.11610796  0.07547517 -0.04703521
 -0.11374578  0.11649685  0.13984792 -0.02330914  0.15597504 -0.1845885
  0.1243826  -0.05652221 -0.07521899  0.09357744  0.05841568 -0.0685167
  0.04505061 -0.02781894  0.14267416 -0.06769321 -0.03014803  0.00269813
 -0.05494426 -0.07459346 -0.0333814  -0.04611905  0.08368694 -0.00170936
  0.07186391 -0.02898576  0.08552509 -0.0361086  -0.06159963 -0.09232181
 -0.00435451  0.16156884  0.00646878  0.06044956 -0.09970046  0.09062392
  0.10246501  0.05417372 -0.03335148  0.08319915]",[-10.107585 -27.004875]
1314,327400,Sid Meier's Colonization (Classic),"[ 0.11439651  0.1342225  -0.07951473  0.06355848 -0.04403457  0.09344719
 -0.01228829  0.04385356  0.07832035  0.19411097  0.02560806 -0.0092392
 -0.14886357  0.02395179 -0.11955981  0.00239665  0.06130165  0.03728725
  0.05956347 -0.11105955  0.12334107 -0.04041982  0.13688724 -0.06515609
 -0.02614105 -0.03769492  0.04163988 -0.1012144   0.14111471  0.00836004
 -0.00882224 -0.08017452  0.06749023  0.03663375 -0.04412151 -0.02948292
  0.01689109 -0.00864253  0.11371198  0.09007411  0.06485841 -0.08532364
 -0.14036939 -0.11152926 -0.0344731   0.00186369 -0.06005982  0.03430047
  0.11831349 -0.03296475 -0.1232723  -0.01118467 -0.1787816   0.02476052
 -0.11159201  0.07532202  0.05624199  0.11742543 -0.10556525  0.0198068
  0.12204355  0.14546515 -0.13380444 -0.19105907]",[ 13.730911 -33.26733 ]
1315,851100,Touhou Luna Nights,"[-0.07327694  0.01804504  0.0863494  -0.03333766 -0.19665098  0.21770646
  0.14308009 -0.00810091  0.03078592  0.16021053  0.04183892 -0.16327542
 -0.31049988 -0.17940705 -0.01734822  0.05758366 -0.01069356  0.07613087
  0.00618102  0.11988585  0.04629421  0.12394938  0.09712271 -0.03520599
  0.13808237 -0.11539359 -0.0152771  -0.08919825  0.07465181 -0.15534249
  0.0865038  -0.05372214  0.11002245 -0.07240698 -0.09409794 -0.16846493
 -0.01395547  0.05051084  0.09095731  0.10830437 -0.06847955 -0.00437081
  0.02878506 -0.17945445  0.1942949  -0.06225444 -0.00283262 -0.05007883
  0.06315314 -0.00720136 -0.22165228 -0.01134706  0.00386077 -0.03109687
  0.00301303 -0.00533717 -0.06266137  0.04636493  0.08623727  0.04421823
  0.09926777  0.12487029 -0.0269543  -0.21120921]",[33.649498   1.6884762]
1316,1368030,ANNO: Mutationem,"[-0.08976378  0.00780388 -0.03234804 -0.08230828 -0.13774556  0.21213987
  0.08179069 -0.00321085 -0.10223233  0.13130382 -0.04160538 -0.04419817
 -0.1344494  -0.04724692 -0.0396512   0.02301756  0.00228612  0.13600826
 -0.03891839  0.3017311   0.00129113 -0.00622873 -0.00658223  0.04318932
  0.05306451 -0.04520827 -0.02511239  0.08320837 -0.0988547  -0.02278735
 -0.05396432 -0.06366993  0.03217554  0.04878001 -0.02326565 -0.01297322
 -0.06746558 -0.06947213  0.26431233 -0.01183827  0.0212405  -0.13810231
  0.01210724 -0.12189043 -0.08298334  0.14291291 -0.03065155 -0.01301396
  0.19710918 -0.2510229  -0.12921722  0.05649672  0.02266608  0.08391681
 -0.00731375  0.05782532 -0.01691354  0.16755615  0.11097999  0.04712105
 -0.04592703 -0.01009313 -0.05708798  0.00875076]",[ 34.273617 -13.335931]
1317,1373430,Leisure Suit Larry - Wet Dreams Dry Twice,"[-0.0219727   0.08167715 -0.09335198  0.14382902  0.09405047 -0.02245874
 -0.03355234  0.10038465  0.03663674 -0.01837597  0.16149265 -0.13837771
 -0.06081516 -0.11927047 -0.03634503  0.12188638 -0.17128319  0.13344139
 -0.01816692  0.05580848  0.09777424 -0.00524534  0.10974564  0.00219652
  0.0505851   0.05626626  0.00444903 -0.0600627   0.01087802 -0.12464357
  0.10479428  0.07578118  0.01385276  0.08628982  0.02340171  0.0547995
  0.11787179  0.0687174   0.06107419  0.07472379  0.11636287 -0.04626013
 -0.1130935  -0.10438816  0.05024254  0.08486421  0.04094828 -0.1219311
  0.0045981  -0.04466043  0.09674601 -0.01071499 -0.02572368  0.04789687
 -0.08541474 -0.02811605 -0.08491384  0.04257565  0.09359216  0.05808723
  0.12391433 -0.023054   -0.04600126  0.06075408]",[-9.934637 22.494995]
1318,1734320,Brutal Orchestra,"[ 0.00236873 -0.16376509  0.01136818 -0.06769069 -0.04627549  0.02907897
  0.05895501 -0.03140373 -0.01324344  0.24276234 -0.0380496  -0.00776349
 -0.12808287 -0.09241746  0.02175936 -0.04697723  0.01515659  0.07110085
 -0.05176362 -0.11329896 -0.09807222 -0.04249119  0.03407177 -0.08673393
  0.2105787  -0.01394644 -0.1963164   0.03730164 -0.08779491 -0.0692865
  0.15334724 -0.12637262  0.04265669  0.18771674  0.03225791 -0.13481568
 -0.09769604  0.04657353  0.04783005  0.07552687  0.02490863 -0.09662932
 -0.03949128  0.06667447 -0.12072559 -0.16135241 -0.04147183  0.02513832
  0.1199086   0.08439712 -0.10734154 -0.04674117  0.15442185  0.00123225
 -0.14865516  0.08616191 -0.10609823 -0.05010862  0.06833974 -0.04817717
 -0.13855167  0.06571064  0.03060977  0.24676885]",[3.8343642 4.408348 ]
1319,1552350,The Jackbox Party Pack 8,"[ 0.06874618 -0.07617328 -0.10277613 -0.13039555  0.05796603  0.05661768
  0.39793536 -0.19548957 -0.17332922  0.07150325 -0.05739431  0.09885817
 -0.08151092 -0.15131952  0.20311163 -0.23180799  0.1516415   0.08569798
 -0.18172525 -0.1170206  -0.09909984 -0.02330295  0.05451185  0.06781856
  0.03102779  0.06418336 -0.07211539 -0.09959799 -0.05455882  0.08289141
  0.08591738  0.13509586  0.29151064  0.05152204  0.11018313 -0.02081193
 -0.09792515 -0.12427005  0.01767786 -0.07258368 -0.02327178  0.01973069
 -0.0017712   0.33764973  0.15734078 -0.10701901 -0.09169336 -0.02192547
  0.01047213 -0.01606108 -0.22834608 -0.10338819  0.12498212  0.12300408
 -0.01811795 -0.02262352 -0.05564846  0.08509211  0.07844682  0.01732113
  0.08540899  0.06592714  0.01650485 -0.08589407]",[-5.046497 -7.720746]
1320,284850,Grim Legends: The Forsaken Bride,"[-7.39182979e-02 -4.19659242e-02  6.70113340e-02  2.26165354e-02
 -7.92744476e-03  4.83252741e-02  1.25021815e-01 -3.25267427e-02
 -1.05553553e-01 -5.62692359e-02 -3.13982181e-02 -3.91199738e-02
  1.28711332e-02 -6.34248927e-02 -6.26589581e-02  4.26431149e-02
  3.13197561e-02  3.81225049e-02 -4.28093085e-03  5.79345599e-02
 -3.38003039e-02  7.90301487e-02 -1.65795550e-01  7.47079263e-03
  3.05865961e-03 -3.56876776e-02 -4.69376612e-03  5.36161885e-02
 -6.57514483e-02 -1.04216866e-01  7.34633580e-02 -3.63951363e-02
  1.38045341e-01  1.69470662e-03 -8.89137387e-02 -6.15075007e-02
 -1.04595430e-01  4.28596651e-03  3.86327468e-02  5.14072515e-02
 -8.32506485e-05 -8.07070360e-03 -3.13098282e-02 -1.41769528e-01
 -1.34676680e-01 -2.52845930e-03  1.11875311e-01 -3.15979756e-02
  1.40953334e-02 -7.15790242e-02  9.09109786e-02  9.63195488e-02
  1.46115152e-02  1.91930756e-02  1.92583967e-02  2.62848921e-02
 -3.28400433e-02  1.84979886e-02  4.13546488e-02 -2.22321860e-02
 -6.02849759e-04  7.18193054e-02  9.66107696e-02  2.21150413e-01]",[18.469416  9.359898]
1321,1178830,Bright Memory: Infinite,"[-0.11609092  0.18679526 -0.04486433 -0.17017062 -0.00851761  0.06501169
 -0.02546137  0.07425382  0.1134602  -0.11260723  0.09942976 -0.05335269
  0.07177815 -0.02556964 -0.1191159  -0.0496654  -0.12456357 -0.02387406
  0.03757666 -0.10473164 -0.01659635 -0.04072636 -0.0164049  -0.11553084
 -0.11210324 -0.13423343 -0.02019882  0.02305572 -0.12107957  0.06148788
  0.07082891  0.16447872 -0.06582657 -0.11089692  0.14016226  0.2776663
 -0.05338721  0.07571469  0.04556717  0.10858137  0.0812781  -0.01452342
 -0.10831954  0.07813121 -0.0070644  -0.10354771 -0.02381389  0.10095485
  0.03237195 -0.00818096  0.29962996 -0.02000812 -0.1138208  -0.06433383
 -0.04702233 -0.25125283 -0.08848654  0.11185447 -0.09096719 -0.09477215
  0.09156679  0.0951168  -0.10247748 -0.03471904]",[-38.99568   10.178458]
1322,1182020,WGT Golf,"[-0.09049343 -0.1160365  -0.04766193  0.02717525 -0.00277297 -0.05535277
 -0.03354824  0.05582167 -0.05751666  0.01990328 -0.06088689  0.03414343
 -0.08304998 -0.1877543   0.2767944   0.23104161 -0.00822568  0.09372599
  0.10989018 -0.09295344  0.09936315  0.11924507 -0.0548043  -0.14928772
  0.02606654 -0.01246806  0.06562347 -0.0894435  -0.11896745 -0.04338514
  0.12828097 -0.04615136  0.17542024  0.27948248 -0.04128402 -0.12974846
  0.06068849  0.0350578  -0.07920033  0.07889861  0.08913991 -0.14430504
 -0.00638061 -0.02296512  0.06902969  0.04901213 -0.07803219 -0.02918062
 -0.05676993  0.10240553 -0.16281639  0.13948157  0.07236835  0.03310564
 -0.00181515  0.17674385 -0.17438641  0.14680642  0.02147348 -0.00426506
  0.05474941  0.03394136 -0.01097959  0.08336028]",[17.835276 -2.891085]
1323,251130,Chroma Squad,"[-5.1945765e-03 -3.2951709e-02  4.8655037e-02  7.0076302e-02
  1.2044350e-01  3.1254340e-02 -4.9640406e-02 -1.2834607e-01
 -6.4932540e-02 -2.6886040e-02  2.0769112e-02  8.5507974e-02
  4.9057223e-02  1.7795762e-02  4.0467747e-02  3.7513316e-02
  1.3590948e-01 -9.4629847e-02  1.5927325e-01  9.6663527e-02
 -3.7272952e-02 -5.4666325e-02 -2.4468169e-02  2.1156535e-02
 -2.3120429e-01  1.1931575e-01  9.5262818e-02 -2.8809736e-02
 -7.3120549e-02 -8.9010231e-02  8.6432979e-02  7.4423403e-02
  3.0873489e-02 -5.3409435e-02  3.9992485e-02  4.0564932e-02
 -6.5835848e-02 -7.9575330e-02  1.9673609e-05 -1.3805225e-01
 -6.3592583e-02 -6.1587185e-02 -1.0642299e-01 -4.2943481e-02
 -3.6535226e-02 -7.5540714e-02  3.9567716e-02  3.3576049e-02
  7.5035825e-02  4.1060634e-02  3.0662391e-02 -2.2062350e-02
 -8.2838632e-02  7.5057067e-02 -7.8478634e-02  2.3832586e-02
  1.8580575e-01  4.4800434e-02 -6.4008832e-02  1.1692414e-01
 -3.6396723e-02 -1.4855934e-02  2.6230531e-02 -8.2631364e-02]",[-22.275854 -13.406194]
1324,556180,Mysterium: A Psychic Clue Game,"[ 0.11490752 -0.13214754 -0.10456009  0.11881643 -0.14469522 -0.11217614
  0.07260738 -0.04405153 -0.05168787  0.21793316 -0.04158239  0.08520766
 -0.0846491  -0.05712575 -0.01617266 -0.03064492  0.08391487  0.14254153
  0.04758386  0.07090094 -0.04603241 -0.23113957  0.16239288  0.03087647
  0.02567602 -0.02306961 -0.08961792  0.04968846 -0.00497457 -0.03526085
  0.15084459 -0.13437282 -0.15091161 -0.04158003 -0.00709649 -0.05869042
 -0.11925574 -0.01566768  0.02467205  0.05409678 -0.16370898 -0.01153165
  0.06633534 -0.0017461  -0.19705223 -0.10235704  0.09369364  0.07758708
  0.00229926 -0.05336376  0.03586535 -0.22423264 -0.01675195  0.05298536
  0.02617191 -0.0329935  -0.04088147  0.06844745 -0.02017529  0.05168466
 -0.2529494   0.06364678  0.02024441  0.1604354 ]",[-13.455047  12.119493]
1325,558990,Opus Magnum,"[ 0.00217323 -0.02252226  0.14634109 -0.01162852 -0.0809513  -0.12752037
  0.09540665 -0.05515571 -0.04254568  0.19573641  0.10934034  0.01446991
 -0.0090635   0.07547529 -0.09645334 -0.04089726  0.14069414  0.05036145
 -0.0740146   0.0225028   0.0473285   0.01700176 -0.07983079  0.12124624
 -0.00580152  0.09230413  0.01102222  0.12912956 -0.00517094 -0.11627926
  0.09296185 -0.01007156  0.10767551  0.16517952 -0.02429316 -0.03907755
 -0.12344851 -0.06641453  0.06306186  0.16694164  0.00542666 -0.10687232
 -0.09559904 -0.09239338 -0.18166046  0.03811039 -0.0605224  -0.07869737
  0.19473322 -0.08857104  0.09376302  0.00993992 -0.03227817  0.02721123
 -0.06487068  0.1437901   0.01008843  0.07912858  0.11131734 -0.02738086
 -0.16189936  0.0374666  -0.16432977  0.20954876]",[23.82622  11.055612]
1326,559620,Outlaws + A Handful of Missions,"[-0.08864944  0.000974   -0.03984963  0.04992355 -0.12219921 -0.00168242
  0.10677811  0.04172701 -0.06044739 -0.02899895 -0.11843926  0.06135506
  0.07584774 -0.10709049 -0.07111084  0.07359193  0.00033912  0.01934045
 -0.08122789 -0.02675563  0.02988298 -0.03200837 -0.07048905 -0.07658987
  0.08632763  0.00200304 -0.00731165  0.08856706  0.05728114 -0.07397663
 -0.08361159 -0.10827055  0.0917446  -0.01855248 -0.01608728 -0.04619404
 -0.03832709  0.04876266 -0.05721598  0.11779789 -0.01648386 -0.03678348
 -0.03368445 -0.09412158 -0.09747863  0.03974256  0.03185292 -0.08541783
  0.04914859 -0.06180128  0.15489651  0.04563185 -0.07740344 -0.00918572
  0.07217981  0.02314361 -0.01173899  0.16067523  0.08995049 -0.13234198
  0.08900081  0.02650231  0.0489793   0.04382465]",[37.62239  35.365566]
